CustomerID,Education,Occupation,Gender,MaritalStatus,NumberChildrenAtHome,YearlyIncome,Age
11252,Graduate Degree,Management,M,S,0,139004,65.0
11253,Graduate Degree,Management,M,M,0,127974,64.0
11254,Graduate Degree,Management,M,M,0,101550,64.0
11256,Graduate Degree,Management,F,M,0,88902,64.0
11257,Graduate Degree,Management,F,S,2,146565,64.0
11259,Partial College,Professional,F,M,1,96421,32.0
11260,Bachelors ,Management,F,M,2,127739,32.0
11261,Graduate Degree,Management,F,M,2,154474,32.0
11262,Bachelors ,Management,F,M,3,97283,33.0
11263,Partial College,Professional,F,M,5,104042,33.0
11264,Partial College,Professional,M,S,5,122978,33.0
11265,Partial College,Professional,F,M,5,91607,33.0
11266,Partial College,Professional,F,S,0,98748,33.0
11267,Partial College,Professional,M,S,2,169568,33.0
11268,Graduate Degree,Management,F,M,2,145275,33.0
11269,Graduate Degree,Management,M,M,2,173834,33.0
11270,Graduate Degree,Management,M,M,2,180861,33.0
11271,Bachelors ,Management,F,S,0,141306,33.0
11272,Partial College,Professional,F,S,3,72083,41.0
11273,Partial College,Professional,M,M,1,116585,41.0
11274,Graduate Degree,Management,M,M,0,75549,63.0
11275,Graduate Degree,Management,F,M,0,112925,63.0
11276,Partial College,Professional,F,M,3,102901,34.0
11277,Partial College,Professional,M,M,3,125463,34.0
11279,Partial College,Professional,F,M,0,85754,34.0
11280,Partial College,Professional,M,M,0,125485,34.0
11281,Bachelors ,Management,F,S,2,127801,34.0
11282,Partial College,Professional,M,M,4,105527,35.0
11283,Bachelors ,Management,M,M,3,155993,35.0
11285,Partial College,Professional,M,M,3,164943,35.0
11286,Graduate Degree,Management,M,M,0,169863,35.0
11287,Partial College,Professional,M,M,4,97392,36.0
11289,Bachelors ,Management,F,M,3,123794,36.0
11290,Bachelors ,Management,F,M,3,145642,36.0
11291,Bachelors ,Management,F,M,3,130738,36.0
11292,Partial College,Professional,M,S,2,150167,36.0
11293,High School,Professional,M,S,0,96447,42.0
11294,High School,Professional,M,M,0,92889,42.0
11295,Partial High School,Skilled Manual,F,S,0,89097,43.0
11296,Graduate Degree,Management,F,S,0,82760,62.0
11297,Graduate Degree,Management,M,S,0,109129,62.0
11298,Graduate Degree,Management,M,M,0,112116,62.0
11299,Graduate Degree,Management,M,M,0,117520,61.0
11300,Partial College,Professional,M,M,4,122139,37.0
11301,Partial College,Professional,M,M,4,127971,37.0
11302,High School,Professional,M,S,3,121401,37.0
11303,High School,Professional,F,S,3,106090,37.0
11304,Partial College,Professional,F,M,3,95526,37.0
11305,Partial College,Professional,M,M,3,156297,37.0
11306,Partial College,Professional,M,M,3,171700,37.0
11307,Partial High School,Skilled Manual,M,M,0,114324,43.0
11308,High School,Professional,M,M,0,82817,43.0
11309,High School,Professional,F,S,0,72518,43.0
11310,Graduate Degree,Management,F,S,0,103232,44.0
11311,Graduate Degree,Management,F,S,0,88666,44.0
11312,Graduate Degree,Management,F,S,0,91177,44.0
11313,Graduate Degree,Management,M,S,0,101674,44.0
11314,Graduate Degree,Management,F,S,0,92491,44.0
11315,Graduate Degree,Management,F,S,0,100009,44.0
11316,Graduate Degree,Management,M,M,0,122242,44.0
11317,Partial College,Professional,F,S,0,45387,45.0
11318,Partial College,Professional,F,S,0,63473,45.0
11319,Graduate Degree,Management,F,M,0,99881,60.0
11320,Graduate Degree,Management,F,M,0,140771,60.0
11321,Bachelors ,Management,M,M,0,126955,59.0
11322,Bachelors ,Management,F,M,0,110304,59.0
11324,Bachelors ,Management,M,M,0,131143,58.0
11325,Bachelors ,Management,M,S,0,128035,58.0
11326,Bachelors ,Management,M,M,3,167552,58.0
11328,Bachelors ,Management,M,M,0,133053,58.0
11329,Bachelors ,Management,M,S,0,146838,57.0
11330,Graduate Degree,Management,M,M,4,184290,57.0
11333,Graduate Degree,Clerical,F,M,0,36399,35.0
11334,Bachelors ,Manual,F,M,0,26675,36.0
11335,Bachelors ,Manual,F,M,0,27831,36.0
11336,Graduate Degree,Clerical,M,M,0,58842,35.0
11337,Bachelors ,Manual,M,M,0,28641,36.0
11338,Graduate Degree,Clerical,M,M,0,58637,36.0
11339,Graduate Degree,Clerical,M,S,0,45259,36.0
11340,Graduate Degree,Clerical,F,M,0,28969,61.0
11341,Graduate Degree,Clerical,M,M,0,46868,61.0
11342,Graduate Degree,Clerical,M,M,0,72684,35.0
11343,Bachelors ,Manual,M,M,0,23353,39.0
11344,Partial College,Manual,F,M,0,30760,40.0
11345,Partial College,Manual,F,S,0,16168,40.0
11346,Partial College,Manual,F,S,0,27856,42.0
11347,Partial College,Manual,M,M,0,23130,42.0
11348,Partial College,Manual,M,M,0,34162,42.0
11349,Partial College,Manual,F,M,0,21535,43.0
11350,Graduate Degree,Clerical,F,M,0,62977,60.0
11351,Bachelors ,Clerical,F,S,0,25937,58.0
11352,Partial College,Manual,M,M,0,14242,57.0
11353,Bachelors ,Clerical,F,S,0,52894,56.0
11354,Partial College,Manual,F,M,0,13044,55.0
11355,Graduate Degree,Clerical,M,M,0,72297,55.0
11357,Partial College,Manual,M,S,0,14342,18.0
11358,Partial College,Manual,F,S,0,31655,19.0
11359,Partial College,Manual,M,S,0,18161,19.0
11360,Partial College,Manual,M,S,0,22747,19.0
11361,High School,Manual,F,M,0,11376,20.0
11362,High School,Manual,M,M,0,20222,20.0
11363,High School,Manual,M,S,0,25274,20.0
11364,High School,Manual,F,S,1,13853,18.0
11365,High School,Manual,F,S,1,19497,18.0
11366,Bachelors ,Clerical,F,M,0,22319,18.0
11367,Bachelors ,Clerical,M,M,0,41970,18.0
11368,High School,Manual,M,S,1,27256,19.0
11369,Bachelors ,Clerical,F,M,0,29302,19.0
11370,Bachelors ,Clerical,F,M,0,25568,19.0
11371,Bachelors ,Clerical,F,M,0,26344,19.0
11372,Bachelors ,Clerical,F,S,0,35279,19.0
11374,Bachelors ,Clerical,M,S,0,74697,54.0
11375,Bachelors ,Clerical,M,M,0,47277,54.0
11376,Graduate Degree,Clerical,M,S,0,65086,54.0
11378,High School,Manual,F,S,1,28411,37.0
11379,High School,Manual,M,M,1,16401,38.0
11380,Partial College,Manual,M,S,0,30357,38.0
11381,Partial College,Manual,F,M,0,11073,38.0
11382,Partial College,Manual,M,M,0,18715,39.0
11383,Graduate Degree,Clerical,F,M,0,59143,37.0
11384,Bachelors ,Clerical,F,M,0,55550,37.0
11385,Bachelors ,Clerical,M,S,0,55029,37.0
11386,Bachelors ,Clerical,F,M,0,42241,37.0
11387,Graduate Degree,Clerical,F,S,0,69335,38.0
11388,Graduate Degree,Clerical,M,M,0,76084,38.0
11389,High School,Manual,M,S,1,18210,27.0
11390,High School,Manual,F,S,1,22252,27.0
11391,High School,Manual,F,S,2,20896,27.0
11392,High School,Manual,M,S,2,19837,27.0
11393,High School,Manual,M,S,2,18666,28.0
11396,High School,Manual,M,M,2,16243,28.0
11398,Bachelors ,Clerical,M,S,0,66885,28.0
11399,Bachelors ,Clerical,F,S,0,58624,28.0
11400,Graduate Degree,Clerical,M,S,0,74702,28.0
11401,Graduate Degree,Clerical,F,M,0,65127,28.0
11402,Graduate Degree,Clerical,F,M,0,65243,28.0
11403,Graduate Degree,Clerical,F,S,0,52357,28.0
11404,Partial College,Manual,F,S,0,17764,46.0
11405,Partial College,Manual,F,S,0,23009,45.0
11406,Partial College,Manual,F,M,0,32283,45.0
11407,Partial College,Manual,M,M,0,46377,45.0
11408,High School,Manual,M,M,1,25070,44.0
11409,High School,Manual,F,S,2,24171,29.0
11410,Partial College,Manual,M,M,1,19553,29.0
11411,Partial College,Professional,M,M,2,118844,43.0
11412,Partial College,Professional,F,S,2,97749,43.0
11413,Partial College,Professional,F,M,2,106318,43.0
11414,Partial College,Professional,M,S,2,122977,43.0
11415,Partial College,Professional,M,S,0,133666,53.0
11416,Partial High School,Skilled Manual,F,M,1,68671,52.0
11417,High School,Professional,F,M,1,66944,52.0
11418,Partial College,Professional,M,S,0,124183,52.0
11419,Graduate Degree,Management,M,M,4,173468,52.0
11420,Bachelors ,Management,M,M,3,126123,51.0
11421,Bachelors ,Management,F,M,4,119995,51.0
11422,Bachelors ,Management,M,M,4,178271,51.0
11423,Partial College,Professional,F,M,2,96153,43.0
11424,Partial College,Professional,F,M,2,97870,44.0
11425,High School,Professional,F,M,2,95006,43.0
11426,Bachelors ,Management,M,M,4,167289,44.0
11427,Partial College,Professional,F,M,5,135157,44.0
11428,Bachelors ,Management,F,S,5,141365,44.0
11430,High School,Professional,F,M,1,99356,45.0
11431,Partial College,Professional,M,M,5,155272,45.0
11432,High School,Professional,F,M,2,110522,46.0
11433,High School,Professional,M,M,2,117813,46.0
11434,Partial College,Professional,M,M,5,157571,46.0
11435,Partial College,Management,F,S,4,103125,47.0
11436,Partial College,Management,F,M,5,129459,47.0
11437,High School,Management,M,M,1,115406,48.0
11438,High School,Management,F,M,5,124748,48.0
11439,High School,Management,F,M,1,101472,49.0
11440,Partial High School,Skilled Manual,M,M,0,129124,50.0
11441,Partial High School,Skilled Manual,F,M,0,86128,50.0
11442,Partial High School,Skilled Manual,M,M,0,103335,50.0
11443,Bachelors ,Professional,F,S,0,90092,21.0
11444,Bachelors ,Professional,F,M,0,82396,21.0
11445,Bachelors ,Professional,F,S,0,93232,23.0
11446,Bachelors ,Professional,F,S,0,75369,23.0
11447,Bachelors ,Professional,F,M,0,84894,23.0
11448,Bachelors ,Professional,M,S,0,125223,22.0
11449,Bachelors ,Professional,M,M,0,123087,22.0
11450,High School,Management,M,S,5,168818,22.0
11451,Bachelors ,Professional,M,S,0,101221,23.0
11452,Bachelors ,Professional,F,S,0,105179,24.0
11453,Bachelors ,Professional,M,S,0,128332,24.0
11454,Bachelors ,Professional,F,S,0,96679,23.0
11455,High School,Management,M,M,5,119933,23.0
11456,Partial High School,Professional,M,M,5,148624,23.0
11458,High School,Management,F,M,5,96708,24.0
11459,Bachelors ,Professional,F,S,0,116530,25.0
11460,Bachelors ,Professional,M,S,0,131594,25.0
11461,Bachelors ,Professional,M,S,0,129368,25.0
11462,High School,Management,F,M,5,130446,25.0
11463,High School,Management,F,M,5,128326,25.0
11464,Bachelors ,Professional,M,M,0,130431,26.0
11465,Bachelors ,Professional,M,M,0,121455,26.0
11466,Partial High School,Management,M,M,5,161354,26.0
11467,Graduate Degree,Management,M,M,5,184160,28.0
11468,Bachelors ,Skilled Manual,F,M,1,53712,22.0
11469,Partial High School,Manual,M,S,0,16778,24.0
11470,Partial High School,Manual,M,S,0,22461,24.0
11471,Partial College,Clerical,F,S,0,55730,24.0
11472,Bachelors ,Professional,M,S,2,95063,34.0
11473,Partial High School,Manual,F,S,0,20203,17.0
11474,Partial High School,Manual,M,S,0,19807,17.0
11475,High School,Manual,M,S,0,62398,19.0
11476,Bachelors ,Skilled Manual,F,M,1,57543,23.0
11477,High School,Manual,M,S,0,55135,24.0
11478,High School,Manual,M,S,0,37430,24.0
11479,Bachelors ,Skilled Manual,M,M,1,54411,24.0
11480,Bachelors ,Skilled Manual,F,M,1,50264,24.0
11481,Bachelors ,Skilled Manual,F,M,1,46077,24.0
11482,High School,Manual,F,S,0,48362,25.0
11483,Bachelors ,Skilled Manual,M,M,1,49033,25.0
11484,Partial College,Clerical,M,S,2,64690,25.0
11485,Partial College,Clerical,M,M,2,46450,25.0
24944,Bachelors ,Management,F,M,0,87033,57.0
11487,Partial High School,Manual,F,S,0,11294,26.0
11488,Partial High School,Manual,M,S,0,20671,26.0
11489,Partial High School,Manual,F,S,0,12493,26.0
11490,Partial High School,Manual,M,S,0,19957,26.0
11491,Partial High School,Manual,M,M,0,19114,26.0
11492,High School,Manual,M,S,0,44555,26.0
11493,Partial College,Clerical,F,S,2,59609,27.0
11495,Partial College,Clerical,M,S,2,52156,26.0
11496,Partial College,Clerical,M,S,2,56036,27.0
11497,Partial College,Clerical,F,S,2,55863,27.0
11498,Partial College,Clerical,M,S,3,51689,23.0
11499,Partial College,Clerical,M,S,3,54209,23.0
11500,Graduate Degree,Skilled Manual,F,S,0,67375,23.0
11501,Partial College,Clerical,F,S,3,38001,22.0
11503,Graduate Degree,Skilled Manual,M,M,0,66443,67.0
11504,Bachelors ,Skilled Manual,F,M,0,58099,66.0
11505,Graduate Degree,Skilled Manual,F,S,0,78323,31.0
11506,Graduate Degree,Skilled Manual,M,S,0,97574,31.0
11507,Graduate Degree,Skilled Manual,F,S,0,88622,31.0
11508,Graduate Degree,Skilled Manual,F,S,0,79075,31.0
11509,Bachelors ,Skilled Manual,F,M,0,50793,44.0
11510,Bachelors ,Skilled Manual,M,M,0,64915,44.0
11512,Partial High School,Manual,F,S,0,22047,43.0
11513,Partial High School,Manual,F,S,0,11539,43.0
11514,High School,Clerical,M,M,0,44260,43.0
11515,High School,Clerical,F,M,0,23306,43.0
11517,Partial College,Clerical,F,M,0,47031,43.0
11518,Partial College,Clerical,M,M,0,64655,42.0
11519,Partial College,Clerical,M,M,0,73345,42.0
11520,Partial College,Clerical,F,M,0,31056,42.0
11521,Partial College,Clerical,F,M,0,48439,42.0
11522,Graduate Degree,Skilled Manual,M,M,0,152220,42.0
11523,Partial College,Clerical,M,M,0,69857,41.0
11524,Partial College,Clerical,F,M,0,40792,41.0
11525,Partial College,Clerical,F,M,0,38845,41.0
11526,Partial College,Clerical,F,M,0,59253,41.0
11527,Partial College,Clerical,F,M,0,62613,41.0
11528,Partial College,Clerical,F,M,0,45219,40.0
11529,Partial College,Clerical,M,M,0,52570,40.0
11530,Partial College,Clerical,M,M,0,57850,40.0
11531,Partial College,Clerical,F,M,0,36573,40.0
11532,Partial College,Clerical,F,M,0,48859,40.0
11533,Partial College,Clerical,F,M,0,42834,40.0
11534,Graduate Degree,Skilled Manual,M,S,0,99505,39.0
11536,Graduate Degree,Skilled Manual,M,M,0,108921,39.0
11537,Graduate Degree,Skilled Manual,M,M,0,105989,39.0
11538,Graduate Degree,Skilled Manual,F,S,0,97760,38.0
11540,Graduate Degree,Skilled Manual,M,S,0,113091,38.0
11541,Graduate Degree,Skilled Manual,M,S,0,112331,38.0
11542,Partial College,Manual,M,S,1,20740,29.0
11543,Partial College,Manual,F,M,1,15522,29.0
11544,Bachelors ,Clerical,M,M,0,57071,29.0
11545,Bachelors ,Clerical,M,M,0,75949,29.0
11547,Graduate Degree,Clerical,F,M,0,76554,29.0
11548,Graduate Degree,Clerical,M,S,0,59117,29.0
11549,Bachelors ,Clerical,F,M,0,50134,29.0
11552,Partial College,Manual,M,S,1,13541,30.0
11553,Partial College,Manual,F,M,1,25627,30.0
11554,High School,Manual,F,S,0,15686,71.0
11555,Bachelors ,Clerical,F,M,0,55981,71.0
11556,Partial College,Manual,M,M,1,31550,30.0
11557,Bachelors ,Clerical,F,S,1,56406,30.0
11558,Bachelors ,Clerical,M,S,1,56314,30.0
11560,Bachelors ,Clerical,F,S,1,56250,30.0
11561,Partial High School,Manual,F,S,5,23103,31.0
11562,High School,Manual,M,M,1,21101,31.0
11563,High School,Manual,M,S,1,23122,31.0
11564,High School,Manual,M,S,1,24346,31.0
11565,High School,Manual,M,S,2,24241,31.0
11566,Bachelors ,Clerical,F,M,0,37873,30.0
11567,Bachelors ,Clerical,F,M,0,54988,30.0
11568,High School,Manual,F,S,2,17767,31.0
11571,Bachelors ,Skilled Manual,M,M,1,46864,31.0
11572,Bachelors ,Skilled Manual,M,M,1,59246,31.0
11573,High School,Manual,F,S,2,22622,32.0
11574,High School,Manual,F,S,2,14641,32.0
11575,High School,Manual,M,S,2,19664,32.0
11576,Bachelors ,Skilled Manual,M,M,1,49777,32.0
11577,Bachelors ,Skilled Manual,F,M,1,59515,32.0
11578,Partial High School,Manual,F,S,2,21200,33.0
11579,High School,Manual,M,S,3,22376,33.0
